	8244.419	9287.463	8338.217	7801.748	5473.629	5710.277	14551.683	14691.668	15181.094	12373.691	12727.146	14420.759			0.8374	0.8218	0.8288	0.833	0.8135	0.7966	0.9389	0.9349	0.9445	0.9226	0.8942	0.9362			0.453	0.4252	0.4512	0.4606	0.5324	0.4971	0.3218	0.3153	0.3056	0.3736	0.3572	0.3159
	7279.011	7995.437	6863.517	5356.744	3876.087	3081.392	6036.155	5731.488	5534.634	4781.464	5154.415	7121.217			0.8305	0.8212	0.8167	0.7744	0.752	0.7403	0.9721	0.9902	0.9473	0.924	0.9007	1.0463			0.4616	0.4419	0.477	0.5036	0.5408	0.5401	0.6296	0.6555	0.6284	0.6791	0.6395	0.683
	10476.318	9471.958	11243.649	2282.855	1943.914	1842.931	3321.843	3388.174	3500.308	3455.095	3565.53	3644.536			0.9905	1.0498	1.054	0.8481	0.8582	0.8302	1.2555	1.3356	1.3278	1.2295	1.2368	1.296			0.4771	0.6094	0.5337	0.7417	0.771	0.7384	1.0373	1.15	1.139	1.0556	1.0688	1.0964
																																								
P698cse_A_Fluo	1	2	3	4	5	6	7	8	9	10	11	12		P698cse_A_Abs	1	2	3	4	5	6	7	8	9	10	11	12		P698cse_A_Abs_Background	1	2	3	4	5	6	7	8	9	10	11	12
	10895.44	10664.779	10949.179	9699.542	9079.939	8276.766	11057.125	11214.425	11490.867	10189.143	11614.975	12727.227			1.0478	1.0275	1.0552	0.972	0.8676	0.9364	1.0016	1.0002	1.075	0.9323	1.0334	1.1136			0.5301	0.5339	0.5494	0.5255	0.4519	0.5547	0.5051	0.4925	0.5479	0.4642	0.497	0.511
	10309.732	11571.902	11699.519	13347.113	13000.948	13401.045	9522.206	9315.294	9953.457	9110.198	9458.422	11150.15			0.905	1.0033	1.018	1.0354	0.9825	1.0184	0.8369	0.8396	0.8789	0.8756	0.9207	0.9525			0.4106	0.4848	0.4992	0.4344	0.3938	0.4345	0.429	0.4421	0.4527	0.4632	0.4979	0.451
	9951.055	9928.118	10616.169	11853.797	9715.857	10624.729	8812.16	8778.968	8727.698	6937.974	7878.41	10128.148			0.8428	0.8562	0.8179	0.8364	0.806	0.8039	0.7734	0.794	0.7786	0.7591	0.8395	0.8637			0.3878	0.4109	0.3971	0.3678	0.4121	0.3683	0.4102	0.4309	0.4166	0.4578	0.4472	0.4038
	8459.521	10453.916	11070.888	3204.45	2539.113	2661.394	9369.347	9833.87	10151.275	7940.665	8305.021	10443.952			0.7142	0.8665	0.8228	0.7285	0.7123	0.6973	0.8386	0.8797	0.8882	0.9094	1.0097	1.0154			0.2993	0.408	0.3743	0.5636	0.5789	0.5562	0.4441	0.4651	0.4672	0.5863	0.6177	0.5441
	10682.399	10600.332	10058.767	1878.667	1935.513	1943.789	11524.903	11474.566	11810.311	6270.955	5521.901	9134.52			0.8951	0.8924	0.8395	0.7033	0.7283	0.7277	0.8765	0.8695	0.8837	0.8937	0.8613	0.9561			0.3975	0.4158	0.4039	0.5985	0.6149	0.6206	0.3837	0.3795	0.3851	0.6251	0.5973	0.5407
	7990.151	7026.131	7591.202	1730.429	1755.56	1866.279	11025.838	10987.658	11339.114	5683.033	5216.323	7184.443			0.832	0.7846	0.783	0.6933	0.6802	0.6866	0.8681	0.8622	0.8772	0.7814	0.8456	0.8687			0.4389	0.4642	0.4419	0.5822	0.5755	0.5799	0.3906	0.3936	0.4035	0.5278	0.5845	0.512
	6202.438	5575.392	4160.497	1737.329	1719.387	1658.188	5712.62	5703.443	5527.166	3401.212	3422.895	3970.169			0.8042	0.7875	0.75	0.7602	0.7682	0.7104	1.0295	1.1258	1.0951	1.0623	0.9963	0.9437			0.479	0.4984	0.5229	0.5986	0.5837	0.5732	0.7485	0.821	0.7959	0.8635	0.8028	0.7104
	2511.608	1874.274	1909.095	1839.814	1847.552	1839.451	3209.923	3288.838	3286.517	3378.051	3486.033	3452.304			0.8436	0.8613	0.7691	0.7988	0.8056	0.7227	1.2267	1.2223	1.2045	1.1045	1.1756	1.1538			0.6766	0.7527	0.6345	0.713	0.7199	0.6067	0.9411	0.9828	1.0045	0.9138	1.0109	0.9393
