file_name,flag,olive_moment,tail_dna_percent,tail_length,condition_code,sample,pre_code,acute_code,pre_label,acute_label,condition_factor
9_CC_1.tif,normal,20.67993942538839,46.999862330428165,77,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_1.tif,normal,12.43210254137577,33.60027713885343,34,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_1.tif,normal,3.3510830528764712,13.404332211505887,12,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_1.tif,normal,0.29115740740740736,0.7662037037037036,0,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_1.tif,normal,2.850803754924311,12.958198886019595,12,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_1.tif,normal,35.146428318447306,97.62896755124251,78,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_1.tif,normal,17.15838102851807,47.66216952366129,44,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_1.tif,normal,0.8158471724736788,3.5471616194507765,5,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_1.tif,normal,19.204352947290023,51.90365661429734,53,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_1.tif,normal,13.729823672109777,49.0350845432492,37,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_1.tif,normal,1.0718239571662345,3.969718359874943,7,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_1.tif,normal,3.9766904763180593,18.07586580144573,17,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_1.tif,normal,8.485941802382701,33.9437672095308,27,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_1.tif,normal,5.345487653469443,22.27286522278935,18,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_1.tif,normal,18.511643887273426,61.705479624244774,44,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_1.tif,normal,16.69039018205306,30.346163967369197,50,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_1.tif,normal,10.242871102425154,23.82063047075618,35,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
