experiment,plate_label,plate_key,sample_name,compound_name,unit,model,model_type,ic50,ic50_l,ic50_u,ic50_flag,logIC50,logIC50_l,logIC50_u
Resazurin_Exp30,ASC397cse_A,A4,ASC397cse,A4,µM,,drc,0.030725212977993466,0.029754459395220145,0.03194608123098827,ok,-1.5125050980315244,-1.5264479359656673,-1.4955824083706166
Resazurin_Exp30,ASC397cse_B,B1,ASC397cse,B1,µM,,drc,2.697431221567808e-4,2.4730894928066467e-4,3.319964607598495e-4,ok,-3.5690496200368522,-3.6067601676949628,-3.478866546056989
Resazurin_Exp30,ASC397cse_B,B2,ASC397cse,B2,µM,,drc,8.72857864126361e-4,5.435130325437074e-4,9.283573687348263e-4,ok,-3.059056470900707,-3.2647900377893544,-3.032284811072991
Resazurin_Exp30,ASC397cse_B,B3,ASC397cse,B3,µM,,drc,1.6515630738916012e-4,1.1027525246338892e-4,2.2788102809549924e-4,ok,-3.7821048357660882,-3.9575219392776786,-3.6422918298718656
Resazurin_Exp30,ASC397cse_B,B4,ASC397cse,B4,µM,,drc,2.608959417998469e-4,2.4216835793955174e-4,3.0191123525038637e-4,ok,-3.5835326762376107,-3.615882603017832,-3.5201207249482374
Resazurin_Exp30,P676_A,A1,P676,A1,µM,,spline,8.758403623814342,8.509454646082519,9.296035501592268,ok,0.9424249554206405,0.9299017279122824,0.9682977736215761
Resazurin_Exp30,P676_A,A2,P676,A2,µM,,spline,1.3895968725715583e-4,1.387414860318403e-4,1.392108101988567e-4,ok,-3.8571111719835565,-3.8577936581717043,-3.85632703895374
Resazurin_Exp30,P676_A,A3,P676,A3,µM,,spline,1.6139585591369918,1.3114506574956102,1.844860248923745,ok,0.20789237935186017,0.11775195517760807,0.265963473248467
Resazurin_Exp30,P676_A,A4,P676,A4,µM,,drc,0.04665564840773272,0.04446674385831263,0.04827669375799753,ok,-1.3310957704852804,-1.3519646712288595,-1.3162624803274803
Resazurin_Exp30,P676_B,B1,P676,B1,µM,,drc,2.7916626588557616e-4,2.4002314983119006e-4,0.00030119672127400775,ok,-3.554137062499046,-3.6197468692921895,-3.521149760028961
Resazurin_Exp30,P676_B,B2,P676,B2,µM,,spline,8.000000000000001e-6,8.000000000000001e-6,8.000000000000001e-6,left_censored,-5.096910013008056,-5.096910013008056,-5.096910013008056
Resazurin_Exp30,P676_B,B3,P676,B3,µM,,drc,2.172697704454356e-4,2.0481251349531175e-4,2.2913930202153967e-4,ok,-3.663000694489443,-3.6886435126574284,-3.6399004141401994
Resazurin_Exp30,P676_B,B4,P676,B4,µM,,drc,2.3298697323320756e-4,2.2639603563254104e-4,5.440392731754206e-4,ok,-3.6326683605666497,-3.6451311822451875,-3.264369748265547
Resazurin_Exp30,P676cse_A,A1,P676cse,A1,µM,,spline,10.377989747322152,8.971423037097935,13.57371375633154,ok,1.016113237308647,0.9528613358135446,1.1326986865118163
Resazurin_Exp30,P676cse_A,A2,P676cse,A2,µM,,spline,1.4011359863889966e-4,1.3932693771643703e-4,1.4083103629504654e-4,ok,-3.8535197124855767,-3.8559649081949336,-3.8513016249784835
Resazurin_Exp30,P676cse_A,A3,P676cse,A3,µM,,spline,1.554963896647957,1.469611085248389,1.662257350094628,ok,0.19172030997469347,0.16720241918510145,0.22069826197143916
Resazurin_Exp30,P676cse_A,A4,P676cse,A4,µM,,drc,0.05683440027035752,0.05513111797930876,0.05987440157500315,ok,-1.2453887184202461,-1.25860320056768,-1.2227588141865282
Resazurin_Exp30,P676cse_B,B1,P676cse,B1,µM,,drc,2.6739057535850503e-4,2.4065773790894876e-4,2.9592091182795974e-4,ok,-3.572853904261499,-3.6186001698181975,-3.5288243434889544
Resazurin_Exp30,P676cse_B,B2,P676cse,B2,µM,,spline,8.000000000000001e-6,8.000000000000001e-6,8.000000000000001e-6,left_censored,-5.096910013008056,-5.096910013008056,-5.096910013008056
Resazurin_Exp30,P676cse_B,B3,P676cse,B3,µM,,drc,3.210408608889221e-4,2.877220108877033e-4,3.25267497020225e-4,ok,-3.493439688687851,-3.54102691307867,-3.4877593322607705
Resazurin_Exp30,P676cse_B,B4,P676cse,B4,µM,,drc,4.245347352550155e-4,4.016669740729017e-4,4.8407361811362844e-4,ok,-3.3720867701728525,-3.3961338754317283,-3.3150885856505443
Resazurin_Exp30,P679_A,A1,P679,A1,µM,,spline,8.469915342937913,8.133289649557842,8.742857911905636,ok,0.9278790695658123,0.9102662390362483,0.9416534203331756
Resazurin_Exp30,P679_A,A2,P679,A2,µM,,spline,1.515361026329282e-4,1.501086455002711e-4,1.5303392434381653e-4,ok,-3.819483886591534,-3.8235942938664347,-3.815212284723653
Resazurin_Exp30,P679_A,A3,P679,A3,µM,,spline,2.6586328625911997,2.1939220353007243,3.4103135915705605,ok,0.4246583686368054,0.3412211901300774,0.5327943158918597
Resazurin_Exp30,P679_A,A4,P679,A4,µM,,drc,0.022204315152076333,0.017456100544552156,0.02757966878594641,ok,-1.6535626172329712,-1.7580527652766755,-1.5594109537257796
Resazurin_Exp30,P679_B,B1,P679,B1,µM,,spline,1.6253402255995957e-5,1.3936407971437115e-5,1.789214913808315e-5,ok,-4.789055716140714,-4.855849148706207,-4.747337490469389
Resazurin_Exp30,P679_B,B2,P679,B2,µM,,spline,8.000000000000001e-6,8.000000000000001e-6,8.000000000000001e-6,left_censored,-5.096910013008056,-5.096910013008056,-5.096910013008056
Resazurin_Exp30,P679_B,B3,P679,B3,µM,,drc,1.759249776759445e-4,1.6477881873462976e-4,2.0745533991276016e-4,ok,-3.7546724954104986,-3.783098614834747,-3.6830753819253985
Resazurin_Exp30,P679_B,B4,P679,B4,µM,,drc,9.275374935896337e-4,8.122546566362192e-4,9.716216900345225e-4,ok,-3.0326685259932686,-3.0903077901761256,-3.012502798768963
Resazurin_Exp30,P679cse_A,A1,P679cse,A1,µM,,spline,7.850992248787745,7.515736324869216,8.043365112877124,ok,0.8949245485848176,0.8759715353104706,0.9054377831012543
Resazurin_Exp30,P679cse_A,A2,P679cse,A2,µM,,spline,1.5039660948259898e-4,1.4984892970674717e-4,1.5102262665052637e-4,ok,-3.8227619543001987,-3.8243463546476906,-3.8209579805657468
Resazurin_Exp30,P679cse_A,A3,P679cse,A3,µM,,spline,2.64702580604752,2.3261976945003595,3.3970094066765943,ok,0.422758175290546,0.36664662096085276,0.5310967494788245
Resazurin_Exp30,P679cse_A,A4,P679cse,A4,µM,,drc,0.03072077557431523,0.023525441314681386,0.041658296191957225,ok,-1.5125678243373482,-1.628462220876977,-1.3802984964997207
Resazurin_Exp30,P679cse_B,B1,P679cse,B1,µM,,drc,3.3366127596907214e-5,7.764815289369923e-6,4.961809705465371e-5,ok,-4.476694193731245,-5.109868870877021,-4.304359895737143
Resazurin_Exp30,P679cse_B,B2,P679cse,B2,µM,,spline,8.000000000000001e-6,8.000000000000001e-6,8.000000000000001e-6,left_censored,-5.096910013008056,-5.096910013008056,-5.096910013008056
Resazurin_Exp30,P679cse_B,B3,P679cse,B3,µM,,drc,1.0105522196750837e-4,6.408421601396409e-5,1.202776694883816e-4,ok,-3.9954412396639953,-4.193248924336901,-3.919814995421382
Resazurin_Exp30,P679cse_B,B4,P679cse,B4,µM,,drc,8.515191080368373e-4,5.204704895545368e-4,9.232055495895337e-4,ok,-3.069805602050354,-3.2836038897595037,-3.034701593541824
